,weekendingdate,jurisdiction,totalconfc19newadm,totalconfc19newadmadult,totalconfc19newadmped,totalconfflunewadm,numconfc19newadmped0to4,numconfc19newadmped5to17,numconfc19newadmadult18to49,numconfc19newadmunk,totalconfflunewadmadult,totalconfflunewadmped,totalconfrsvnewadm,totalconfrsvnewadmadult,totalconfrsvnewadmped,numconfc19newadmadult50to64,numconfc19newadmadult65to74,numconfc19newadmadult75plus,numconfflunewadmped0to4,numconfflunewadmped5to17,numconfflunewadmadult18to49,numconfflunewadmadult50to64,numconfflunewadmadult65to74,numconfflunewadmadult75plus,numconfflunewadmunk,numconfrsvnewadmped0to4,numconfrsvnewadmped5to17,numconfrsvnewadmadult18to49,numconfrsvnewadmadult50to64,numconfrsvnewadmadult65to74,numconfrsvnewadmadult75plus,numconfrsvnewadmunk
10473,2022-11-05,OH,1341.0,1292.0,49.0,196.0,33.0,16.0,174.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10474,2022-11-05,OK,190.0,184.0,6.0,47.0,4.0,2.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10475,2022-11-05,OR,177.0,171.0,6.0,32.0,2.0,1.0,34.0,7.0,,,,,,,,,,,,,,,,,,,,,,
10476,2022-11-05,PA,1450.0,1403.0,47.0,228.0,25.0,8.0,146.0,74.0,,,,,,,,,,,,,,,,,,,,,,
10477,2022-11-05,PR,118.0,99.0,19.0,90.0,9.0,3.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,
10478,2022-11-05,RI,68.0,66.0,2.0,3.0,2.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10479,2022-11-05,SC,244.0,239.0,5.0,248.0,2.0,3.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10480,2022-11-05,SD,86.0,84.0,2.0,9.0,2.0,0.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10481,2022-11-05,TN,345.0,335.0,10.0,231.0,5.0,5.0,39.0,36.0,,,,,,,,,,,,,,,,,,,,,,
10482,2022-11-05,TX,1081.0,1034.0,47.0,961.0,31.0,15.0,154.0,31.0,,,,,,,,,,,,,,,,,,,,,,
10483,2022-11-05,USA,25577.0,23788.0,1789.0,6413.0,561.0,323.0,3872.0,1706.0,,,,,,,,,,,,,,,,,,,,,,
10484,2022-11-05,UT,170.0,153.0,17.0,6.0,10.0,7.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10485,2022-11-05,VA,563.0,546.0,17.0,307.0,7.0,9.0,81.0,34.0,,,,,,,,,,,,,,,,,,,,,,
10486,2022-11-05,VI,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10487,2022-11-05,VT,38.0,36.0,2.0,0.0,1.0,0.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10488,2022-11-05,WA,323.0,316.0,7.0,43.0,4.0,3.0,57.0,11.0,,,,,,,,,,,,,,,,,,,,,,
10489,2022-11-05,WI,605.0,568.0,37.0,33.0,29.0,1.0,84.0,17.0,,,,,,,,,,,,,,,,,,,,,,
10490,2022-11-05,WV,164.0,159.0,5.0,89.0,4.0,1.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10491,2022-11-05,WY,60.0,59.0,1.0,7.0,0.0,1.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10492,2022-11-12,AK,35.0,30.0,5.0,14.0,3.0,2.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10493,2022-11-12,AL,242.0,227.0,15.0,353.0,3.0,5.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10494,2022-11-12,AR,117.0,115.0,2.0,203.0,1.0,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10495,2022-11-12,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10496,2022-11-12,AZ,707.0,661.0,46.0,134.0,26.0,17.0,108.0,12.0,,,,,,,,,,,,,,,,,,,,,,
10497,2022-11-12,CA,2436.0,2348.0,88.0,858.0,52.0,35.0,489.0,7.0,,,,,,,,,,,,,,,,,,,,,,
10498,2022-11-12,CO,598.0,555.0,43.0,58.0,32.0,11.0,103.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10499,2022-11-12,CT,422.0,401.0,21.0,52.0,16.0,5.0,65.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10500,2022-11-12,DC,91.0,82.0,9.0,44.0,5.0,4.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10501,2022-11-12,DE,70.0,66.0,4.0,13.0,1.0,3.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10502,2022-11-12,FL,5614.0,1195.0,4419.0,453.0,30.0,24.0,129.0,4417.0,,,,,,,,,,,,,,,,,,,,,,
10503,2022-11-12,GA,1198.0,1097.0,101.0,263.0,22.0,8.0,291.0,177.0,,,,,,,,,,,,,,,,,,,,,,
10504,2022-11-12,GU,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10505,2022-11-12,HI,96.0,66.0,30.0,21.0,9.0,21.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,,,
10506,2022-11-12,IA,205.0,195.0,10.0,20.0,10.0,0.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10507,2022-11-12,ID,97.0,90.0,7.0,11.0,6.0,2.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10508,2022-11-12,IL,1187.0,1149.0,38.0,256.0,24.0,11.0,206.0,64.0,,,,,,,,,,,,,,,,,,,,,,
10509,2022-11-12,IN,496.0,482.0,14.0,136.0,6.0,3.0,63.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10510,2022-11-12,KS,265.0,253.0,12.0,44.0,9.0,0.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,
10511,2022-11-12,KY,393.0,377.0,16.0,223.0,4.0,11.0,75.0,10.0,,,,,,,,,,,,,,,,,,,,,,
10512,2022-11-12,LA,300.0,291.0,9.0,228.0,6.0,2.0,45.0,10.0,,,,,,,,,,,,,,,,,,,,,,
10513,2022-11-12,MA,613.0,594.0,19.0,41.0,12.0,7.0,76.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10514,2022-11-12,MD,407.0,402.0,5.0,214.0,4.0,1.0,86.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10515,2022-11-12,ME,86.0,84.0,2.0,8.0,2.0,0.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10516,2022-11-12,MI,815.0,796.0,19.0,88.0,13.0,6.0,96.0,10.0,,,,,,,,,,,,,,,,,,,,,,
10517,2022-11-12,MN,466.0,450.0,16.0,165.0,9.0,7.0,94.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10518,2022-11-12,MO,507.0,497.0,10.0,105.0,9.0,1.0,62.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10519,2022-11-12,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10520,2022-11-12,MS,75.0,71.0,4.0,244.0,1.0,1.0,13.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10521,2022-11-12,MT,97.0,93.0,4.0,11.0,2.0,1.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10522,2022-11-12,NC,529.0,521.0,8.0,351.0,4.0,2.0,76.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10523,2022-11-12,ND,75.0,67.0,8.0,10.0,5.0,2.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10524,2022-11-12,NE,157.0,142.0,15.0,24.0,9.0,4.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10525,2022-11-12,NH,104.0,102.0,2.0,3.0,2.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10526,2022-11-12,NJ,1101.0,1044.0,57.0,295.0,23.0,14.0,175.0,21.0,,,,,,,,,,,,,,,,,,,,,,
10527,2022-11-12,NM,174.0,162.0,12.0,149.0,7.0,5.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10528,2022-11-12,NV,277.0,274.0,3.0,92.0,17.0,6.0,40.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10529,2022-11-12,NY,2459.0,2353.0,106.0,278.0,62.0,31.0,406.0,103.0,,,,,,,,,,,,,,,,,,,,,,
10530,2022-11-12,OH,1167.0,1116.0,51.0,257.0,34.0,17.0,136.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10531,2022-11-12,OK,217.0,206.0,11.0,74.0,7.0,2.0,19.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10532,2022-11-12,OR,271.0,263.0,8.0,51.0,4.0,3.0,51.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10533,2022-11-12,PA,1431.0,1344.0,87.0,345.0,34.0,19.0,163.0,60.0,,,,,,,,,,,,,,,,,,,,,,
10534,2022-11-12,PR,93.0,79.0,14.0,88.0,13.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10535,2022-11-12,RI,56.0,52.0,4.0,6.0,1.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10536,2022-11-12,SC,264.0,262.0,2.0,256.0,1.0,1.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10537,2022-11-12,SD,95.0,91.0,4.0,13.0,3.0,1.0,13.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10538,2022-11-12,TN,348.0,340.0,8.0,311.0,5.0,3.0,44.0,26.0,,,,,,,,,,,,,,,,,,,,,,
10539,2022-11-12,TX,1204.0,1150.0,54.0,1108.0,41.0,13.0,207.0,45.0,,,,,,,,,,,,,,,,,,,,,,
10540,2022-11-12,USA,29429.0,23923.0,5506.0,8595.0,640.0,337.0,3877.0,5103.0,,,,,,,,,,,,,,,,,,,,,,
10541,2022-11-12,UT,207.0,187.0,20.0,12.0,13.0,7.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10542,2022-11-12,VA,541.0,521.0,20.0,339.0,18.0,2.0,67.0,36.0,,,,,,,,,,,,,,,,,,,,,,
10543,2022-11-12,VI,2.0,2.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10544,2022-11-12,VT,53.0,50.0,3.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10545,2022-11-12,WA,285.0,281.0,4.0,89.0,1.0,2.0,54.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10546,2022-11-12,WI,516.0,489.0,27.0,45.0,12.0,4.0,70.0,13.0,,,,,,,,,,,,,,,,,,,,,,
10547,2022-11-12,WV,136.0,127.0,9.0,127.0,5.0,4.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10548,2022-11-12,WY,31.0,30.0,1.0,10.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10549,2022-11-19,AK,28.0,28.0,0.0,36.0,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10550,2022-11-19,AL,266.0,257.0,9.0,262.0,5.0,3.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10551,2022-11-19,AR,143.0,142.0,1.0,214.0,1.0,0.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10552,2022-11-19,AS,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10553,2022-11-19,AZ,906.0,848.0,58.0,308.0,34.0,24.0,134.0,50.0,,,,,,,,,,,,,,,,,,,,,,
10554,2022-11-19,CA,2812.0,2741.0,71.0,1499.0,47.0,23.0,605.0,17.0,,,,,,,,,,,,,,,,,,,,,,
10555,2022-11-19,CO,697.0,654.0,43.0,107.0,28.0,13.0,149.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10556,2022-11-19,CT,411.0,401.0,10.0,103.0,4.0,6.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10557,2022-11-19,DC,78.0,74.0,4.0,36.0,3.0,1.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10558,2022-11-19,DE,78.0,73.0,5.0,53.0,4.0,1.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10559,2022-11-19,FL,1283.0,1231.0,52.0,517.0,19.0,23.0,156.0,53.0,,,,,,,,,,,,,,,,,,,,,,
10560,2022-11-19,GA,989.0,947.0,42.0,236.0,8.0,4.0,233.0,129.0,,,,,,,,,,,,,,,,,,,,,,
10561,2022-11-19,GU,6.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10562,2022-11-19,HI,101.0,72.0,29.0,15.0,8.0,21.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10563,2022-11-19,IA,192.0,181.0,11.0,37.0,5.0,6.0,19.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10564,2022-11-19,ID,123.0,109.0,14.0,56.0,4.0,7.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10565,2022-11-19,IL,1224.0,1186.0,38.0,386.0,27.0,6.0,202.0,48.0,,,,,,,,,,,,,,,,,,,,,,
10566,2022-11-19,IN,471.0,453.0,18.0,235.0,13.0,2.0,55.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10567,2022-11-19,KS,235.0,228.0,7.0,64.0,2.0,3.0,23.0,10.0,,,,,,,,,,,,,,,,,,,,,,
10568,2022-11-19,KY,290.0,284.0,6.0,291.0,5.0,1.0,35.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10569,2022-11-19,LA,309.0,302.0,7.0,237.0,4.0,3.0,53.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10570,2022-11-19,MA,621.0,603.0,18.0,73.0,11.0,6.0,86.0,13.0,,,,,,,,,,,,,,,,,,,,,,
10571,2022-11-19,MD,423.0,410.0,13.0,210.0,6.0,6.0,73.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10572,2022-11-19,ME,71.0,71.0,0.0,14.0,0.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10573,2022-11-19,MI,805.0,778.0,27.0,165.0,18.0,5.0,140.0,12.0,,,,,,,,,,,,,,,,,,,,,,
10574,2022-11-19,MN,521.0,505.0,16.0,243.0,12.0,4.0,84.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10575,2022-11-19,MO,524.0,501.0,23.0,222.0,14.0,9.0,80.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10576,2022-11-19,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10577,2022-11-19,MS,83.0,78.0,5.0,250.0,2.0,0.0,9.0,11.0,,,,,,,,,,,,,,,,,,,,,,
10578,2022-11-19,MT,107.0,102.0,5.0,13.0,4.0,1.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10579,2022-11-19,NC,463.0,447.0,16.0,369.0,10.0,5.0,70.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10580,2022-11-19,ND,64.0,56.0,8.0,13.0,6.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10581,2022-11-19,NE,144.0,135.0,9.0,31.0,8.0,1.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10582,2022-11-19,NH,97.0,94.0,3.0,9.0,3.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10583,2022-11-19,NJ,1053.0,1004.0,49.0,320.0,19.0,12.0,164.0,22.0,,,,,,,,,,,,,,,,,,,,,,
10584,2022-11-19,NM,215.0,196.0,19.0,163.0,11.0,5.0,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10585,2022-11-19,NV,315.0,311.0,4.0,162.0,22.0,7.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10586,2022-11-19,NY,2410.0,2309.0,101.0,495.0,64.0,24.0,346.0,78.0,,,,,,,,,,,,,,,,,,,,,,
10587,2022-11-19,OH,1183.0,1126.0,57.0,311.0,36.0,21.0,153.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10588,2022-11-19,OK,156.0,149.0,7.0,150.0,4.0,1.0,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10589,2022-11-19,OR,248.0,239.0,9.0,113.0,3.0,5.0,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10590,2022-11-19,PA,1262.0,1214.0,48.0,408.0,16.0,14.0,131.0,64.0,,,,,,,,,,,,,,,,,,,,,,
10591,2022-11-19,PR,133.0,123.0,10.0,65.0,2.0,7.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10592,2022-11-19,RI,78.0,77.0,1.0,3.0,0.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10593,2022-11-19,SC,205.0,202.0,3.0,228.0,1.0,2.0,26.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10594,2022-11-19,SD,106.0,97.0,9.0,24.0,8.0,1.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10595,2022-11-19,TN,343.0,339.0,4.0,285.0,3.0,1.0,32.0,25.0,,,,,,,,,,,,,,,,,,,,,,
10596,2022-11-19,TX,1294.0,1223.0,71.0,1168.0,47.0,24.0,233.0,44.0,,,,,,,,,,,,,,,,,,,,,,
10597,2022-11-19,USA,25298.0,24247.0,1051.0,10974.0,607.0,332.0,3948.0,686.0,,,,,,,,,,,,,,,,,,,,,,
10598,2022-11-19,UT,242.0,212.0,30.0,8.0,19.0,11.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10599,2022-11-19,VA,482.0,465.0,17.0,262.0,14.0,3.0,67.0,16.0,,,,,,,,,,,,,,,,,,,,,,
10600,2022-11-19,VI,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10601,2022-11-19,VT,46.0,45.0,1.0,2.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10602,2022-11-19,WA,343.0,334.0,9.0,239.0,5.0,4.0,66.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10603,2022-11-19,WI,453.0,428.0,25.0,88.0,8.0,3.0,58.0,16.0,,,,,,,,,,,,,,,,,,,,,,
10604,2022-11-19,WV,115.0,108.0,7.0,136.0,7.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10605,2022-11-19,WY,50.0,49.0,1.0,39.0,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10606,2022-11-26,AK,42.0,41.0,1.0,65.0,1.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10607,2022-11-26,AL,263.0,253.0,10.0,270.0,7.0,0.0,34.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10608,2022-11-26,AR,144.0,141.0,3.0,407.0,2.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10609,2022-11-26,AS,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10610,2022-11-26,AZ,1093.0,1039.0,54.0,570.0,34.0,17.0,133.0,36.0,,,,,,,,,,,,,,,,,,,,,,
10611,2022-11-26,CA,3598.0,3484.0,114.0,2631.0,73.0,41.0,703.0,17.0,,,,,,,,,,,,,,,,,,,,,,
10612,2022-11-26,CO,791.0,758.0,33.0,157.0,20.0,12.0,164.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10613,2022-11-26,CT,411.0,394.0,17.0,183.0,13.0,4.0,58.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10614,2022-11-26,DC,75.0,69.0,6.0,58.0,3.0,3.0,16.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10615,2022-11-26,DE,99.0,91.0,8.0,39.0,6.0,2.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10616,2022-11-26,FL,1294.0,1244.0,50.0,743.0,32.0,10.0,120.0,59.0,,,,,,,,,,,,,,,,,,,,,,
10617,2022-11-26,GA,981.0,919.0,62.0,258.0,22.0,5.0,261.0,97.0,,,,,,,,,,,,,,,,,,,,,,
10618,2022-11-26,GU,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10619,2022-11-26,HI,91.0,62.0,29.0,12.0,8.0,21.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,
10620,2022-11-26,IA,224.0,210.0,14.0,104.0,10.0,4.0,29.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10621,2022-11-26,ID,149.0,138.0,11.0,141.0,9.0,2.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10622,2022-11-26,IL,1318.0,1275.0,43.0,801.0,29.0,12.0,199.0,29.0,,,,,,,,,,,,,,,,,,,,,,
10623,2022-11-26,IN,579.0,561.0,18.0,457.0,12.0,2.0,60.0,15.0,,,,,,,,,,,,,,,,,,,,,,
10624,2022-11-26,KS,297.0,292.0,5.0,153.0,2.0,1.0,30.0,9.0,,,,,,,,,,,,,,,,,,,,,,
10625,2022-11-26,KY,330.0,321.0,9.0,521.0,6.0,3.0,44.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10626,2022-11-26,LA,448.0,429.0,19.0,330.0,15.0,2.0,57.0,9.0,,,,,,,,,,,,,,,,,,,,,,
10627,2022-11-26,MA,660.0,651.0,9.0,175.0,6.0,3.0,98.0,11.0,,,,,,,,,,,,,,,,,,,,,,
10628,2022-11-26,MD,408.0,402.0,6.0,308.0,3.0,3.0,69.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10629,2022-11-26,ME,77.0,76.0,1.0,33.0,1.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10630,2022-11-26,MI,793.0,753.0,40.0,290.0,28.0,8.0,112.0,6.0,,,,,,,,,,,,,,,,,,,,,,
10631,2022-11-26,MN,508.0,484.0,24.0,382.0,18.0,6.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10632,2022-11-26,MO,612.0,585.0,27.0,488.0,18.0,9.0,90.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10633,2022-11-26,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10634,2022-11-26,MS,88.0,86.0,2.0,272.0,1.0,1.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10635,2022-11-26,MT,96.0,94.0,2.0,44.0,1.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10636,2022-11-26,NC,487.0,474.0,13.0,430.0,11.0,2.0,62.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10637,2022-11-26,ND,82.0,75.0,7.0,22.0,5.0,2.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10638,2022-11-26,NE,206.0,198.0,8.0,60.0,7.0,0.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10639,2022-11-26,NH,72.0,72.0,0.0,9.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10640,2022-11-26,NJ,1059.0,1019.0,40.0,513.0,18.0,11.0,158.0,15.0,,,,,,,,,,,,,,,,,,,,,,
10641,2022-11-26,NM,237.0,223.0,14.0,176.0,11.0,3.0,43.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10642,2022-11-26,NV,384.0,362.0,22.0,265.0,23.0,9.0,45.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10643,2022-11-26,NY,2480.0,2377.0,103.0,789.0,54.0,36.0,354.0,77.0,,,,,,,,,,,,,,,,,,,,,,
10644,2022-11-26,OH,1218.0,1164.0,54.0,560.0,38.0,10.0,151.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10645,2022-11-26,OK,227.0,217.0,10.0,344.0,6.0,1.0,24.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10646,2022-11-26,OR,337.0,321.0,16.0,376.0,9.0,5.0,67.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10647,2022-11-26,PA,1237.0,1178.0,59.0,701.0,23.0,13.0,142.0,70.0,,,,,,,,,,,,,,,,,,,,,,
10648,2022-11-26,PR,108.0,93.0,15.0,73.0,12.0,3.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10649,2022-11-26,RI,67.0,65.0,2.0,14.0,2.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10650,2022-11-26,SC,216.0,214.0,2.0,215.0,2.0,0.0,26.0,8.0,,,,,,,,,,,,,,,,,,,,,,
10651,2022-11-26,SD,83.0,81.0,2.0,58.0,1.0,0.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10652,2022-11-26,TN,371.0,363.0,8.0,471.0,6.0,2.0,55.0,33.0,,,,,,,,,,,,,,,,,,,,,,
10653,2022-11-26,TX,1618.0,1543.0,75.0,1798.0,47.0,28.0,240.0,63.0,,,,,,,,,,,,,,,,,,,,,,
10654,2022-11-26,USA,27713.0,26553.0,1160.0,18185.0,715.0,317.0,4208.0,663.0,,,,,,,,,,,,,,,,,,,,,,
10655,2022-11-26,UT,254.0,226.0,28.0,29.0,20.0,8.0,72.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10656,2022-11-26,VA,435.0,416.0,19.0,380.0,12.0,7.0,62.0,11.0,,,,,,,,,,,,,,,,,,,,,,
10657,2022-11-26,VI,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10658,2022-11-26,VT,35.0,34.0,1.0,13.0,0.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10659,2022-11-26,WA,378.0,368.0,10.0,536.0,8.0,2.0,71.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10660,2022-11-26,WI,460.0,440.0,20.0,235.0,15.0,1.0,68.0,13.0,,,,,,,,,,,,,,,,,,,,,,
10661,2022-11-26,WV,125.0,120.0,5.0,189.0,4.0,1.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10662,2022-11-26,WY,55.0,46.0,9.0,37.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10663,2022-12-03,AK,44.0,43.0,1.0,53.0,1.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10664,2022-12-03,AL,437.0,413.0,24.0,418.0,11.0,12.0,53.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10665,2022-12-03,AR,240.0,240.0,0.0,466.0,0.0,0.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10666,2022-12-03,AS,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10667,2022-12-03,AZ,1247.0,1195.0,52.0,799.0,30.0,22.0,148.0,13.0,,,,,,,,,,,,,,,,,,,,,,
10668,2022-12-03,CA,4953.0,4808.0,145.0,3159.0,91.0,54.0,988.0,28.0,,,,,,,,,,,,,,,,,,,,,,
10669,2022-12-03,CO,849.0,815.0,34.0,163.0,24.0,6.0,183.0,5.0,,,,,,,,,,,,,,,,,,,,,,
10670,2022-12-03,CT,530.0,507.0,23.0,426.0,14.0,9.0,77.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10671,2022-12-03,DC,118.0,102.0,16.0,66.0,6.0,8.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10672,2022-12-03,DE,118.0,105.0,13.0,86.0,13.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,
10673,2022-12-03,FL,1702.0,1643.0,59.0,921.0,28.0,23.0,195.0,56.0,,,,,,,,,,,,,,,,,,,,,,
10674,2022-12-03,GA,1340.0,1270.0,70.0,342.0,22.0,13.0,330.0,138.0,,,,,,,,,,,,,,,,,,,,,,
